ds,y
2016-10-05 17:09:07,1556.92
2016-10-05 17:11:49,344.79
2016-10-05 17:14:27,140.19
2016-10-05 17:16:17,349.88
2016-10-05 19:09:33,373.5
2016-10-05 20:09:05,1522.03
2016-10-05 20:20:57,354.43
2016-10-05 20:20:59,79.17
2016-10-05 20:36:39,104.63
2016-10-05 21:10:56,160.15
2016-10-05 22:24:40,612.05
2016-10-05 22:39:46,88.23
2016-10-05 22:53:45,283.36
2016-10-05 23:14:34,98.37
2016-10-06 00:06:17,159.51
2016-10-06 02:53:39,119.46
2016-10-06 07:08:15,297.07
2016-10-06 07:53:10,1502.8
2016-10-06 08:28:19,1367.26
2016-10-06 08:58:04,576.59
2016-10-06 09:07:52,81.47
2016-10-06 09:22:35,683.91
2016-10-06 09:59:13,171.56
2016-10-06 10:12:12,1544.01
2016-10-06 10:13:53,290.38
2016-10-06 10:47:15,1230.45
2016-10-06 11:05:43,119.44
2016-10-06 11:32:00,333.36
2016-10-06 12:21:47,405.33
2016-10-06 12:22:07,294.08
2016-10-06 12:51:54,275.52
2016-10-06 13:02:32,267.17
2016-10-06 13:16:56,79.63
2016-10-06 13:39:20,128.69
2016-10-06 14:59:56,290.08
2016-10-06 15:14:09,246.95
2016-10-06 15:19:40,1074.56
2016-10-06 16:13:30,172.11
2016-10-06 16:17:56,373.98
2016-10-06 16:43:26,359.31
2016-10-06 17:10:05,209.94
2016-10-06 17:42:49,242.4
2016-10-06 17:45:30,170.55
2016-10-06 18:03:01,205.07
2016-10-06 18:11:11,151.11
2016-10-06 18:50:25,188.37
2016-10-06 19:33:34,140.44
2016-10-06 19:38:12,228.23
2016-10-06 20:05:04,88.83
2016-10-06 20:06:26,116.98
2016-10-06 20:15:20,197.39
2016-10-06 22:00:27,615.23
2016-10-06 22:23:25,201.41
2016-10-06 22:34:03,209.67
2016-10-06 23:21:10,76.87
2016-10-07 00:54:40,417.66
2016-10-07 02:41:42,333.36
2016-10-07 08:28:29,96.44
2016-10-07 08:28:42,1406.59
2016-10-07 09:33:06,109.07
2016-10-07 09:41:02,346.06
2016-10-07 10:05:16,196.83
2016-10-07 10:06:58,94.71
2016-10-07 10:11:42,1046.52
2016-10-07 10:18:50,176.18
2016-10-07 10:28:56,255.81
2016-10-07 10:44:21,201.32
2016-10-07 10:45:48,836.07
2016-10-07 10:52:22,1199.36
2016-10-07 10:57:46,659.07
2016-10-07 11:20:34,835.8
2016-10-07 11:33:35,221.33
2016-10-07 11:37:12,68.68
2016-10-07 12:06:30,165.65
2016-10-07 14:15:50,97.57
2016-10-07 14:40:45,442.87
2016-10-07 14:42:07,166.98
2016-10-07 14:42:24,260.29
2016-10-07 15:12:40,815.01
2016-10-07 16:50:52,343.94
2016-10-07 16:56:35,515.94
2016-10-07 17:09:56,488.34
2016-10-07 17:13:42,119.14
2016-10-07 17:37:49,151.87
2016-10-07 19:02:48,611.69
2016-10-07 19:16:49,163.78
2016-10-07 21:19:32,338.28
2016-10-07 21:30:12,381.06
2016-10-07 21:30:12,575
2016-10-07 21:50:26,547.33
2016-10-07 22:35:59,369.01
2016-10-07 22:46:51,406.76
2016-10-07 22:51:32,94.19
2016-10-07 23:18:38,159.83
2016-10-08 01:28:14,3274.17
2016-10-08 02:18:43,2235.51
2016-10-08 04:01:53,139.98
2016-10-08 08:05:21,599.61
2016-10-08 08:25:32,148.3
2016-10-08 09:50:08,140.67
2016-10-08 09:55:44,721.56
2016-10-08 10:07:25,566.01
2016-10-08 10:26:41,102.9
2016-10-08 10:31:00,1801.41
2016-10-08 10:55:44,343.6
2016-10-08 11:33:25,329.82
2016-10-08 11:50:02,830.69
2016-10-08 13:54:03,188.78
2016-10-08 14:31:26,175.97
2016-10-08 14:48:08,321.75
2016-10-08 15:02:10,470.07
2016-10-08 15:36:50,574.36
2016-10-08 15:42:14,80.29
2016-10-08 15:42:14,230
2016-10-08 15:47:56,602.42
2016-10-08 16:02:07,69.51
2016-10-08 17:43:25,476.61
2016-10-08 17:43:26,966.18
2016-10-08 18:39:08,1034.2
2016-10-08 18:45:34,590.3
2016-10-08 20:02:32,117.42
2016-10-08 20:16:05,158.06
2016-10-08 20:28:48,134.34
2016-10-08 21:04:27,236.19
2016-10-08 21:12:48,69.97
2016-10-08 21:37:30,199.92
2016-10-08 21:58:32,347.28
2016-10-08 22:11:57,213.83
2016-10-08 22:34:11,195.68
2016-10-08 22:41:36,73.42
2016-10-08 23:46:06,733.91
2016-10-09 11:33:12,2.42
2016-10-09 11:33:12,115
2016-10-09 11:43:43,184.58
2016-10-09 12:13:58,200.77
2016-10-09 12:46:25,102.33
2016-10-09 13:31:57,139.2
2016-10-09 13:57:42,731.17
2016-10-09 15:10:41,366.51
2016-10-09 22:31:44,268.85
2016-10-09 22:34:11,255.81
2016-10-09 22:36:25,935.92
2016-10-09 22:36:44,52.58
2016-10-09 22:36:49,127.88
2016-10-09 22:38:35,227.31
2016-10-09 22:38:37,175.88
2016-10-09 22:42:35,28.04
2016-10-09 22:42:35,99.89
2016-10-09 22:44:21,963.84
2016-10-09 23:25:13,250.75
2016-10-09 23:38:19,241.94
2016-10-09 23:50:37,103.52
2016-10-09 23:55:30,1411.69
2016-10-10 00:01:50,171.9
2016-10-10 02:17:55,267.19
2016-10-10 04:31:17,79.17
2016-10-10 04:49:29,82.69
2016-10-10 07:03:07,174.43
2016-10-10 07:53:34,111.67
2016-10-10 08:36:05,442.89
2016-10-10 09:23:48,140.35
2016-10-10 10:20:13,267.17
2016-10-10 10:22:55,204.88
2016-10-10 10:28:51,201.27
2016-10-10 11:08:53,131.24
2016-10-10 11:17:11,46.25
2016-10-10 11:22:36,221.33
2016-10-10 11:39:06,356.96
2016-10-10 12:39:06,448.16
2016-10-10 12:54:37,105.11
2016-10-10 12:54:46,93.98
2016-10-10 13:57:41,1805.04
2016-10-10 14:02:01,158.75
2016-10-10 14:20:38,149.75
2016-10-10 15:01:27,607.38
2016-10-10 15:20:14,258.8
2016-10-10 15:23:51,141.77
2016-10-10 15:37:12,186.16
2016-10-10 15:49:59,296.77
2016-10-10 15:50:01,119.12
2016-10-10 16:00:30,149.11
2016-10-10 16:00:33,685.19
2016-10-10 16:39:37,202.17
2016-10-10 16:55:10,183.98
2016-10-10 17:49:21,27.3
2016-10-10 17:49:21,49.8
2016-10-10 18:05:54,330.69
2016-10-10 18:09:39,6.95
2016-10-10 18:09:39,7.98
2016-10-10 18:09:39,49.15
2016-12-23 23:16:47,45.13
2017-01-05 11:56:06,45.13
2017-01-05 12:01:20,45.13
2017-01-05 12:06:36,26.73
2017-01-05 12:09:08,38.23
2017-01-05 12:11:23,42.83
2017-01-05 12:14:58,45.13
2017-01-05 13:01:48,47.43
2017-01-05 13:29:03,45.13
2017-01-05 13:31:22,45.13
2017-01-05 13:33:45,45.13
2017-01-05 13:34:35,42.83
2017-01-05 13:36:07,35.93
2017-01-05 13:36:41,45.13
2017-01-05 13:37:27,42.83
2017-01-05 13:43:17,42.83
2017-01-05 13:48:48,42.83
2017-01-05 13:52:39,45.13
2017-01-05 13:59:30,42.83
2017-01-05 14:18:03,42.83
2017-01-05 14:22:02,45.13
2017-01-05 14:23:54,45.13
2017-01-05 14:33:39,45.13
2017-01-05 14:36:18,45.13
2017-01-05 14:42:02,42.83
2017-01-05 14:50:54,42.83
2017-01-05 15:25:04,35.93
2017-01-05 15:25:10,42.83
2017-01-05 15:32:59,56.17
2017-01-05 15:37:58,47.43
2017-01-05 16:05:07,40.53
2017-01-05 19:52:28,117.19
2017-01-05 22:52:33,211.42
2017-01-06 13:43:16,403.14
2017-01-06 21:27:49,287.13
2017-01-06 21:30:38,49.34
2017-01-06 23:31:23,38.43
2017-01-06 23:31:23,115
2017-01-06 23:31:23,460
2017-01-06 23:31:23,460
2017-01-06 23:31:23,460
2017-01-07 00:34:47,110.01
2017-01-07 13:29:22,895.69
2017-01-07 17:20:56,1947
2017-01-07 20:45:31,377.68
2017-01-08 09:35:07,57.73
2017-01-08 09:35:14,194.56
2017-01-08 20:25:12,590.62
2017-01-08 20:57:29,325.15
2017-01-09 00:37:18,248.68
2017-01-09 14:04:26,38.23
2017-01-09 17:50:06,845.6
2017-01-09 21:31:15,348.15
2017-01-09 21:40:42,300.73
2017-01-10 13:58:33,203.07
2017-01-10 14:08:07,977.66
2017-01-10 16:31:22,148.26
2017-01-10 17:18:09,1655.45
2017-01-10 19:43:30,440.22
2017-01-10 22:23:11,189.04
2017-01-11 00:13:51,269.72
2017-01-11 10:24:36,65.46
2017-01-11 11:21:23,963.84
2017-01-11 11:34:58,963.84
2017-01-11 12:49:53,61.27
2017-01-11 15:56:35,975.29
2017-01-11 19:21:04,302.11
2017-01-11 20:12:38,366.11
2017-01-11 22:36:59,528.2
2017-01-11 23:32:55,331.36
2017-01-12 00:06:12,116.98
2017-01-12 09:45:32,70.98
2017-01-12 12:01:14,135.1
2017-01-12 12:46:35,195.06
2017-01-12 13:11:45,171.33
2017-01-12 15:58:39,891.25
2017-01-12 18:30:07,125.17
2017-01-12 20:06:50,266.13
2017-01-12 20:28:10,842.4
2017-01-12 22:24:48,49.34
2017-01-12 23:11:07,173.72
2017-01-12 23:42:50,919.36
2017-01-13 00:14:27,466.23
2017-01-13 09:02:32,196.88
2017-01-13 11:06:56,190.83
2017-01-13 15:11:16,1190.46
2017-01-13 15:11:52,702.51
2017-01-13 17:53:10,963.84
2017-01-13 20:08:30,963.84
2017-01-13 20:53:54,977.66
2017-01-13 22:21:41,344.13
2017-01-13 23:24:59,243.2
2017-01-14 01:16:14,112.72
2017-01-14 08:33:40,246.72
2017-01-14 14:20:01,133.47
2017-01-14 15:11:28,287.13
2017-01-14 15:41:48,179.35
2017-01-14 15:42:20,105.29
2017-01-14 16:10:59,101.22
2017-01-14 16:35:59,143.04
2017-01-14 17:44:58,222.32
2017-01-14 17:57:50,369.54
2017-01-14 17:59:38,239.89
2017-01-14 18:27:28,58.67
2017-01-14 21:28:46,177.47
2017-01-14 22:17:49,117.19
2017-01-14 23:05:01,82.48
2017-01-14 23:05:01,93.98
2017-01-15 00:01:45,115.05
2017-01-15 10:14:31,126.39
2017-01-15 12:37:26,405.33
2017-01-15 12:41:31,860.84
2017-01-15 14:15:04,248.68
2017-01-15 14:35:54,963.84
2017-01-15 15:52:04,148.26
2017-01-15 17:55:56,988.31
2017-01-15 17:58:42,389.23
2017-01-15 17:58:43,389.23
2017-01-15 18:57:33,144.1
2017-01-15 21:46:43,458.53
2017-01-15 23:17:31,240.7
2017-01-15 23:25:23,389.62
2017-01-16 00:05:37,437.64
2017-01-16 09:56:45,344.01
2017-01-16 13:01:51,224.94
2017-01-16 13:17:46,130.78
2017-01-16 13:17:46,1041.26
2017-01-16 13:21:19,45.33
2017-01-16 14:04:11,1531.11
2017-01-16 14:24:22,113.67
2017-01-16 16:41:18,215.56
2017-01-16 18:36:49,1445.21
2017-01-16 19:04:32,104.54
2017-01-16 19:24:49,289.39
2017-01-16 21:08:25,891.94
2017-01-16 21:18:10,857.07
2017-01-16 21:55:31,463.63
2017-01-16 22:58:11,97.8
2017-01-16 23:03:40,126.75
2017-01-16 23:25:16,76.66
2017-01-17 00:16:14,697.87
2017-01-17 09:15:35,557.15
2017-01-17 09:15:55,115.71
2017-01-17 10:49:05,154.08
2017-01-17 11:21:45,139.47
2017-01-17 11:26:55,122.96
2017-01-17 12:15:42,153.41
2017-01-17 12:42:06,136.78
2017-01-17 13:23:49,138.97
2017-01-17 14:23:54,4.62
2017-01-17 14:23:54,11.09
2017-01-17 14:23:54,19.71
2017-01-17 14:23:54,21.55
2017-01-17 14:23:54,32.66
2017-01-17 14:23:54,33.58
2017-01-17 14:23:54,33.58
2017-01-17 14:23:54,41.29
2017-01-17 14:23:56,3.29
2017-01-17 14:23:56,7.91
2017-01-17 14:23:56,14.08
2017-01-17 14:23:56,15.39
2017-01-17 14:23:56,23.3
2017-01-17 14:23:56,23.97
2017-01-17 14:23:56,23.97
2017-01-17 14:23:56,29.46
2017-01-17 14:50:19,139.06
2017-01-17 14:57:29,189.93
2017-01-17 14:57:45,100.97
2017-01-17 15:01:33,179.03
2017-01-17 15:30:34,431.23
2017-01-17 16:25:29,122.87
2017-01-17 16:47:13,934.12
2017-01-17 16:58:06,426.1
2017-01-17 16:59:30,498.18
2017-01-17 18:24:14,128.59
2017-01-17 18:42:36,115.14
2017-01-17 18:44:09,845.39
2017-01-17 18:57:58,115.14
2017-01-17 19:55:40,135.98
2017-01-17 20:20:10,124.34
2017-01-17 20:38:15,404.46
2017-01-17 21:09:40,281.84
2017-01-17 22:26:00,194.4
2017-01-17 22:34:59,345.51
2017-01-17 23:37:51,241.02
2017-01-17 23:40:42,446.2
2017-01-18 00:31:51,104.81
2017-01-18 02:01:36,1116.37
2017-01-18 08:01:37,218.5
2017-01-18 08:55:36,118.96
2017-01-18 10:27:19,371.8
2017-01-18 10:42:05,449.51
2017-01-18 10:55:55,160.86
2017-01-18 11:14:16,246.72
2017-01-18 12:27:53,162.17
2017-01-18 12:51:23,102.17
2017-01-18 14:32:43,282.99
2017-01-18 14:53:29,406.53
2017-01-18 14:56:47,325.4
2017-01-18 15:31:13,81.47
2017-01-18 16:07:37,870.8
2017-01-18 16:48:00,70.98
2017-01-18 17:04:36,405.33
2017-01-18 17:20:39,202.93
2017-01-18 17:42:22,47.33
2017-01-18 17:42:22,124.22
2017-01-18 17:44:05,321.06
2017-01-18 17:55:34,5.84
2017-01-18 17:55:34,110.52
2017-01-18 19:39:51,130.78
2017-01-18 20:11:57,470.33
2017-01-18 20:14:17,505.75
2017-01-18 21:08:18,247.43
2017-01-18 22:12:34,428.86
2017-01-18 22:41:55,62.19
2017-01-18 22:57:25,139.98
2017-01-18 23:02:45,194.56
2017-01-18 23:15:29,279.73
2017-01-19 00:08:11,58.67
2017-01-19 08:57:04,102.72
2017-01-19 09:59:49,420.07
2017-01-19 10:17:29,114.36
2017-01-19 10:33:22,1037.37
2017-01-19 11:26:57,101.25
2017-01-19 11:47:55,249.78
2017-01-19 12:02:28,100.33
2017-01-19 13:06:45,232.62
2017-01-19 13:38:16,277.7
2017-01-19 14:04:48,221.03
2017-01-19 14:28:48,371.93
2017-01-19 14:38:27,1105.06
2017-01-19 15:21:44,211.26
2017-01-19 15:21:44,384.33
2017-01-19 15:37:26,333.29
2017-01-19 16:02:47,202.01
2017-01-19 16:17:57,176.32
2017-01-19 17:17:28,149.62
2017-01-19 19:02:48,166.75
2017-01-19 19:35:35,564.17
2017-01-19 20:12:02,1586.7
2017-01-19 20:45:08,105.85
2017-01-19 21:24:05,51.87
2017-01-19 21:48:41,92.83
2017-01-19 22:41:52,501.58
2017-01-19 23:12:08,338.58
2017-01-20 00:25:39,853.42
2017-01-20 00:52:29,134.87
2017-01-20 01:59:05,119.85
2017-01-20 03:35:44,312.46
2017-01-20 10:47:03,156.31
2017-01-20 10:58:23,310.48
2017-01-20 11:12:25,1727.42
2017-01-20 11:38:56,318.21
2017-01-20 12:04:03,604.99
2017-01-20 13:32:34,174.18
2017-01-20 14:27:46,82.89
2017-01-20 14:30:03,511.87
2017-01-20 14:43:44,172.64
2017-01-20 14:56:31,138.94
2017-01-20 15:08:05,852.56
2017-01-20 16:27:25,84.69
2017-01-20 16:32:37,146.1
2017-01-20 17:23:00,891.57
2017-01-20 17:41:58,105.48
2017-01-20 19:18:03,280.23
2017-01-20 19:22:40,1144.8
2017-01-20 19:23:11,57.09
2017-01-20 19:33:29,135.1
2017-01-20 19:44:07,118.77
2017-01-20 20:33:49,510.26
2017-01-20 21:20:07,532.27
2017-01-20 22:11:31,112.72
2017-01-20 22:18:06,118.77
2017-01-21 06:58:31,251.62
2017-01-21 08:50:04,269.88
2017-01-21 09:44:46,309.58
2017-01-21 14:00:52,77.1
2017-01-21 14:17:21,51.66
2017-01-21 14:22:49,105.85
2017-01-21 15:01:29,167.67
2017-01-21 15:41:06,103.39
2017-01-21 16:30:43,698.56
2017-01-21 17:08:01,93.98
2017-01-21 17:17:20,1030.52
2017-01-21 17:33:30,61.55
2017-01-21 18:17:14,215.83
2017-01-21 18:17:15,82.69
2017-01-21 18:37:21,177.24
2017-01-21 19:46:22,588.94
2017-01-21 19:46:23,1074.31
2017-01-21 20:53:06,178.3
2017-01-21 21:12:13,390.77
2017-01-21 21:20:06,194.67
2017-01-21 21:58:35,175.05
2017-01-21 22:41:08,365.95
2017-01-22 10:08:18,185.27
2017-01-22 11:08:52,234.95
2017-01-22 11:15:23,128.87
2017-01-22 12:21:50,128.87
2017-01-22 13:04:20,51.66
2017-01-22 13:14:39,306.11
2017-01-22 13:27:07,460.09
2017-01-22 13:49:37,148.17
2017-01-22 14:09:03,1499.23
2017-01-22 14:13:58,94.19
2017-01-22 15:41:21,289.34
2017-01-22 16:03:50,1632.84
2017-01-22 16:10:09,58.56
2017-01-22 17:02:03,461.04
2017-01-22 17:11:39,139.27
2017-01-22 17:27:57,132.27
2017-01-22 17:43:23,636.73
2017-01-22 17:43:58,169.3
2017-01-22 18:02:48,339.37
2017-01-22 18:30:51,88.37
2017-01-22 20:25:54,100.88
2017-01-22 20:54:11,95.04
2017-01-22 21:25:01,335.82
2017-01-22 21:42:56,391.83
2017-01-22 21:50:07,614.72
2017-01-22 21:56:13,176.5
2017-01-22 22:15:00,188.09
2017-01-22 22:54:32,117.21
2017-01-22 23:07:15,75.03
2017-01-22 23:08:14,246.72
2017-01-23 00:55:47,882.79
2017-01-23 01:22:51,81.47
2017-01-23 02:38:46,138.23
2017-01-23 07:03:04,141.27
2017-01-23 07:23:50,238.99
2017-01-23 07:33:11,171.33
2017-01-23 08:35:27,337.94
2017-01-23 10:21:21,761.78
2017-01-23 11:43:58,545.31
2017-01-23 11:56:23,176.73
2017-01-23 13:31:26,239.89
2017-01-23 13:40:55,114.36
2017-01-23 13:55:30,321.29
2017-01-23 13:57:21,349.74
2017-01-23 14:58:00,90.67
2017-01-23 16:38:09,320.32
2017-01-23 16:57:22,860.84
2017-01-23 18:29:09,82.69
2017-01-23 18:34:12,335.82
2017-01-23 18:40:23,2199.42
2017-01-23 18:56:45,133.45
2017-01-23 18:56:45,260.31
2017-01-23 19:32:38,243.2
2017-01-23 19:32:40,1424.76
2017-01-23 20:21:12,131.33
2017-01-23 20:35:00,778.46
2017-01-23 20:45:59,133.52
2017-01-23 20:46:11,181.33
2017-01-23 21:33:15,790.92
2017-01-23 21:35:49,369.77
2017-01-23 21:38:10,591.28
2017-01-23 22:23:01,102.17
2017-01-23 22:29:11,415.86
2017-01-23 22:29:11,814.73
2017-01-23 22:29:40,87.29
2017-01-23 22:39:00,860.84
2017-01-23 22:55:07,796.67
2017-01-23 23:36:55,18.19
2017-01-23 23:36:55,84.71
2017-01-24 00:22:40,88.37
2017-01-24 07:58:59,632.36
2017-01-24 08:52:34,2.21
2017-01-24 08:52:34,143.98
2017-01-24 09:00:49,186.3
2017-01-24 09:04:09,755.21
2017-01-24 09:24:11,209.46
2017-01-24 09:42:13,418.23
2017-01-24 11:16:26,237.96
2017-01-24 11:24:20,384.84
2017-01-24 11:41:58,76.73
2017-01-24 12:14:05,381.34
2017-01-24 12:18:07,357.47
2017-01-24 12:38:48,170.45
2017-01-24 13:32:22,335.82
2017-01-24 14:14:29,695.93
2017-01-24 14:22:33,551.77
2017-01-24 14:23:45,89.95
2017-01-24 15:37:05,200.95
2017-01-24 15:44:05,187.61
2017-01-24 15:59:17,780.92
2017-01-24 16:26:51,104.93
2017-01-24 16:58:46,163.14
2017-01-24 17:09:24,428.93
2017-01-24 17:11:53,261.88
2017-01-24 17:15:56,65.87
2017-01-24 18:11:44,222.3
2017-01-24 18:22:14,377.43
2017-01-24 18:44:53,171.33
2017-01-24 19:39:42,497.15
2017-01-24 21:16:24,71.21
2017-01-24 21:16:50,413.61
2017-01-24 21:35:25,218.89
2017-01-24 21:44:24,907.4
2017-01-24 22:10:48,190.97
2017-01-24 22:16:05,2094.38
2017-01-24 22:27:20,104.7
2017-01-24 22:38:56,374.67
2017-01-24 22:49:12,138
2017-01-25 00:19:56,852.66
2017-01-25 00:46:17,63.96
2017-01-25 00:46:17,76.02
2017-01-25 00:47:25,99.5
2017-01-25 01:23:07,367.86
2017-01-25 01:26:40,626.36
2017-01-25 01:29:42,850.49
2017-01-25 05:31:30,231.47
2017-01-25 06:31:50,138.97
2017-01-25 06:31:50,230
2017-01-25 09:09:46,682.59
2017-01-25 09:12:10,104.63
2017-01-25 09:42:36,274.6
2017-01-25 10:09:17,159.74
2017-01-25 10:41:24,320.92
2017-01-25 11:32:02,67.69
2017-01-25 11:45:19,105.48
2017-01-25 11:58:33,78.09
2017-01-25 11:59:47,95.86
2017-01-25 12:18:11,283.04
2017-01-25 12:21:10,55.04
2017-01-25 12:48:49,177.24
2017-01-25 12:49:36,197.85
2017-01-25 13:15:38,551.17
2017-01-25 13:22:05,372.83
2017-01-25 13:33:37,91.89
2017-01-25 13:42:49,245
2017-01-25 15:10:14,187.54
2017-01-25 15:12:59,1130.13
2017-01-25 15:19:12,115
2017-01-25 15:19:12,511.36
2017-01-25 15:32:48,89.95
2017-01-25 15:47:27,501.4
2017-01-25 15:49:39,318.53
2017-01-25 16:25:03,365.06
2017-01-25 16:32:21,96.44
2017-01-25 16:38:10,208.4
2017-01-25 16:51:27,148.17
2017-01-25 16:57:30,164.93
2017-01-25 17:06:40,75.03
2017-01-25 17:35:24,146.44
2017-01-25 17:52:31,95.91
2017-01-25 18:04:52,116.84
2017-01-25 18:22:36,1095.58
2017-01-25 18:51:43,642.05
2017-01-25 18:55:31,64.08
2017-01-25 19:09:39,349.81
2017-01-25 19:11:42,96.44
2017-01-25 19:44:48,261.88
2017-01-25 20:00:43,229.24
2017-01-25 20:03:37,96.44
2017-01-25 20:11:36,2014.71
2017-01-25 20:17:33,483.18
2017-01-25 22:04:39,88.37
2017-01-25 22:16:53,80.18
2017-01-25 22:19:19,70.98
2017-01-25 22:19:51,96.44
2017-01-25 22:46:24,178.34
2017-01-25 22:54:18,483.18
2017-01-25 23:30:25,847.99
2017-01-26 00:16:29,360.13
2017-01-26 00:20:22,294.86
2017-01-26 00:20:23,302.22
2017-01-26 09:11:37,774.09
2017-01-26 09:15:18,316.64
2017-01-26 09:50:17,3043.59
2017-01-26 10:00:37,150.33
2017-01-26 10:21:45,263.97
2017-01-26 10:31:18,333.52
2017-01-26 10:44:38,355.72
2017-01-26 10:56:10,711.94
2017-01-26 10:58:56,263.97
2017-01-26 11:09:00,480.84
2017-01-26 11:09:11,148.17
2017-01-26 11:14:58,551.17
2017-01-26 11:18:28,987.14
2017-01-26 11:32:30,271.47
2017-01-26 11:39:55,502.09
2017-01-26 11:45:18,183.13
2017-01-26 11:48:46,36.29
2017-01-26 11:48:46,47.93
2017-01-26 11:51:38,147.43
2017-01-26 12:45:40,850.49
2017-01-26 12:49:54,367.86
2017-01-26 13:08:14,197.87
2017-01-26 13:14:02,358.98
2017-01-26 13:15:41,139.5
2017-01-26 13:15:41,470.86
2017-01-26 13:15:42,196.88
2017-01-26 13:32:04,1632.84
2017-01-26 13:43:07,265.17
2017-01-26 13:51:54,191.06
2017-01-26 13:52:09,87.42
2017-01-26 14:12:54,468.58
2017-01-26 14:26:43,52.26
2017-01-26 14:29:25,382.47
2017-01-26 14:41:39,55.11
2017-01-26 15:01:45,449.72
2017-01-26 15:37:27,190.62
2017-01-26 15:37:38,222.04
2017-01-26 15:50:03,125.37
2017-01-26 16:03:15,173.72
2017-01-26 16:20:32,729.95
2017-01-26 16:23:03,496.25
2017-01-26 16:25:36,463.38
2017-01-26 16:25:37,348.43
2017-01-26 16:28:04,75.03
2017-01-26 16:29:30,4225.47
2017-01-26 16:44:35,34.18
2017-01-26 16:48:24,241.41
2017-01-26 16:59:33,96.83
2017-01-26 17:38:13,115.02
2017-01-26 17:40:03,236.19
2017-01-26 17:48:22,112.84
2017-01-26 18:04:03,126.59
2017-01-26 18:19:41,551.17
2017-01-26 18:19:42,128.92
2017-01-26 18:27:04,104.63
2017-01-26 18:33:10,354.87
2017-01-26 18:48:30,144.21
2017-01-26 18:54:48,512.56
2017-01-26 20:15:14,144.92
2017-01-26 20:37:39,108.51
2017-01-26 20:44:49,977.55
2017-01-26 20:55:09,118.91
2017-01-26 20:55:09,230
2017-01-26 20:56:43,145.18
2017-01-26 20:56:43,145.48
2017-01-26 21:07:27,134.8
2017-01-26 21:07:27,149.2
2017-01-26 21:11:42,122.54
2017-01-26 21:33:43,109.73
2017-01-26 21:58:21,579.19
2017-01-26 21:58:53,147.02
2017-01-26 22:15:09,54.88
2017-01-26 22:15:22,254.61
